"url","tytul","cena","zdjecie","sprzedajacy","lokalizacja","pozostala_liczba_par","minimalna_cena_dostawy","maksymalna_cena_dostawy","licznik_sprzedazy","stan","płeć","wysokość","materiał zewnętrzny","materiał wkładki","kolor","dostawa z Polski","rozmiar","marka","rodzaj obcasa","wysokość obcasa (cm)","fason","wysokość cholewki","kształt noska","waga (z opakowaniem)","typ","rodzaj"
"http://allegro.pl/hit-sneakersy-z-fredzlami-zamsz-koturn-czarne-i6553454716.html","HIT! SNEAKERSY z frędzlami ZAMSZ koturn CZARNE(6553454716)","109.00","https://a.allegroimg.com/s400/0121ae/9edf81bf41a2a41aba7a34f8cc7a","Soluel_","Warszawa","4","10","15","19 osób kupiło 19 par","nowy","produkt damski",NA,"tworzywo skóropodobne","skóra naturalna","czerń","tak","35, 36, 37, 38, 39, 40","Inna marka","koturn","7.00",NA,NA,NA,"0.70 [kg]",NA,NA
"http://allegro.pl/buty-robocze-urgent-obuwie-ocieplane-zimowe-36-47-i6525552637.html","Buty robocze URGENT obuwie ocieplane zimowe 36-47(6525552637)","51.90","https://1.allegroimg.com/s400/06d858/abf271d1429985d70d92aa34e1a1","maxwork","Zielona Góra","1118","8.6","13","26 osób kupiło 32 sztuki","nowy","produkt uniseks",NA,"skóra naturalna","inny materiał","czerń, odcienie pomarańczowego","tak","36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47","Inna marka",NA,NA,NA,NA,NA,"1.20 [kg]",NA,NA
"http://allegro.pl/buty-damskie-kalosze-sztyblety-gumowce-p-y182-i6568681109.html","Buty damskie Kalosze Sztyblety Gumowce p Y182(6568681109)","29.90","https://f.allegroimg.com/s400/01eab9/9057005d47a58d029799db4a828f","Selui","Myszków","75","7.49","11.9",NA,"nowy","produkt damski",NA,"guma","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-new-balance-gw500br-okazja-wysylka-24h-i6464911545.html","BUTY NEW BALANCE GW500BR OKAZJA WYSYŁKA 24H !(6464911545)","249.00","https://7.allegroimg.com/s400/010fec/b2bf61594ae8a7ba877f6994c3a7","sportbutpl","Legnica","58","12","15","56 osób kupiło 56 par","nowy","produkt damski","niskie","inny materiał","inny materiał","biel, czerń, odcienie brązu i beżu",NA,"35, 36, 36,5, 37, 37,5, 38, 39, 40, 40,5, 41",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/trampki-sneakersy-buty-botki-na-koturnie-ac16-p-i6518917802.html","TRAMPKI SNEAKERSY buty botki na koturnie Ac16 p(6518917802)","29.90","https://8.allegroimg.com/s400/01b085/dda66f914acbb1acdac61a0b1da8","Selui","Myszków","10","7.49","11.9","19 osób kupiło 19 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/7f-ko-botki-tg077h-1-black-r36-40-i6426157733.html","7F KO BOTKI TG077h-1 BLACK R36-40(6426157733)","39.99","https://a.allegroimg.com/s400/01fa6a/b43fbdef40cfa568a853e84a9f0a","Royal_fashion","Warszawa","185","15","20","37 osób kupiło 47 par","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń","tak","36, 37, 38, 39, 40","Inna marka","słupek","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/560-wysokie-trampki-slip-on-szpic-botki-sneakersy-i6091580855.html","560 WYSOKIE trampki SLIP ON SZPIC BOTKI SNEAKERSY(6091580855)","45.00","https://1.allegroimg.com/s400/017f14/7e03f58040ff888a1d6597947311","elde_wear","Myszków","37","8.6","17","148 osób kupiło 158 sztuk","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","biel, czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/sznurowadla-sznurowki-do-trampek-converse-80-140cm-i6021519615.html","SZNUROWADŁA SZNURÓWKI DO TRAMPEK CONVERSE 80-140cm(6021519615)","4.99","https://6.allegroimg.com/s400/01c4fd/3ea94a11458bae36cd294ae9e196","laces-expert","Toruń","97660","2.5","5.2","84 osoby kupiły 175 sztuk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-puma-future-cat-m1-sf-catch-305145-04-i6530741311.html","Buty męskie Puma Future Cat M1 SF CATCH 305145-04(6530741311)","218.00","https://3.allegroimg.com/s400/016b73/48bbcb1a4f21b983f40aec2bcb13","EO-hurtownia","INTERNET","68","12","12","35 osób kupiło 37 par","nowy",NA,"niskie","inny materiał","inny materiał","czerń",NA,"39, 40,5, 42, 43, 44,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/kozaki-na-obcasie-za-kolano-muszkieterki-i6524993110.html","KOZAKI NA OBCASIE ZA KOLANO MUSZKIETERKI(6524993110)","159.99","https://4.allegroimg.com/s400/016649/2e0b1c9c4efcb4c2ae352eabbe94","wassyl_pl","Wrocław","4984","15","20","13 osób kupiło 14 sztuk","nowy","produkt damski",NA,"tworzywo skóropodobne","skóra naturalna","czerń, odcienie brązu i beżu, odcienie szarości i srebra","tak","36, 37, 38, 39, 40","Inna marka","słupek","9.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/sneakers-koturn-fredzle-koturny-bl-10-pudrowe-i6480861351.html","%%% SNEAKERS Koturn Frędzle KOTURNY BL-10 PUDROWE(6480861351)","65.00","https://9.allegroimg.com/s400/011ea9/ed1164994e02b6cb90670c5235e9","FASHION__QUEEN","Przemyśl","4","13","19","37 osób kupiło 39 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","wielokolorowy, odcienie różu, inny kolor","tak","36, 37, 38, 39, 40","Inna marka","koturn","8.00",NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/buty-meskie-adidas-v-racer-f99391-granatowe-nowosc-i6251740695.html","Buty męskie Adidas V Racer F99391 Granatowe NOWOŚĆ(6251740695)","195.00","https://c.allegroimg.com/s400/01b411/6054da74484daef5ce6a037bcdfc","eoryginalne_hurt","INTERNET","9","8.6","12","2 osoby kupiły 2 pary","nowy",NA,"niskie","inny materiał","inny materiał","inny kolor","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/6142-ekskluzywne-ocieplane-czarne-kozaki-za-kolano-i6563149878.html","6142 EKSKLUZYWNE OCIEPLANE CZARNE KOZAKI ZA KOLANO(6563149878)","119.99","https://4.allegroimg.com/s400/06fa2e/2c1daca94d529d307bb82b91eef4","ibuciki_pl","Ostrowiec Świętokrzyski","3","9.99","17.99","5 osób kupiło 5 par","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40","Inna marka","słupek","9.00","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/biuty-bajeczne-buty-cudo-botki-jesien-ka241-czarne-i6506969973.html","biuty BAJECZNE BUTY CUDO BOTKI JESIEŃ ka241 CZARNE(6506969973)","49.99","https://6.allegroimg.com/s400/0101f6/9369c3634509bf2beee4a19effa6","biuty-pl","Polska","58",NA,NA,"26 osób kupiło 27 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","10.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/7fl1-jazzowki-polbuty-oxfordy-th108a-black-36-41-i6415484092.html","7FL1 JAZZÓWKI PÓŁBUTY OXFORDY TH108A BLACK 36-41(6415484092)","24.99","https://e.allegroimg.com/s400/017bd3/e4aa7c6048f2a37c45ed2d22f87e","Royal_fashion","Warszawa","87","15","20","51 osób kupiło 70 par","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,"2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/lacoste-ampthill-terra-316-1-spm-blk-zima-2016-i6556306803.html","LACOSTE AMPTHILL TERRA 316 1 SPM BLKZIMA 2016(6556306803)","349.00","https://4.allegroimg.com/s400/01baa0/c8c902d64a428e9bfa0371666c84","supersportowepl","Gorzów Wlkp.","70","10","10","16 osób kupiło 16 par","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","czerń","tak","39,5, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 47",NA,NA,NA,NA,NA,NA,"1.00 [kg]",NA,NA
"http://allegro.pl/klk-k1878-botki-czarne-ocieplane-slupek-38-41-i6568306925.html","KLK K1878 BOTKI CZARNE OCIEPLANE SŁUPEK 38-41(6568306925)","55.99","https://f.allegroimg.com/s400/01bde3/59cd1abd4bbd908183b398b6109f","kamelook","Świdnik","23","12","19","1 osoba kupiła 1 parę","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","9.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/czarne-botki-na-koturnie-fredzle-hit-i6552041934.html","CZARNE BOTKI NA KOTURNIE FRĘDZLE HIT!!(6552041934)","55.00","https://b.allegroimg.com/s400/06aaa1/efe2d33d448c9d288626d2c0dbbb","sklep_szpilka24","rzeczyca","35","13","40","12 osób kupiło 13 par","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","35, 36, 37, 38, 39, 40","Inna marka","koturn","11.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/ocieplane-misiek-kozaki-koturn-khaki-1236-9-i6542976946.html","Ocieplane Misiek Kozaki Koturn Khaki/ 1236-9(6542976946)","39.99","https://e.allegroimg.com/s400/012de9/ff2c5a1d4e95ae9bd184b22f3c1e","Royal_Styl","Godziesze Małe","12","15","20","8 osób kupiło 10 par","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","odcienie brązu i beżu","tak","36, 38, 39, 40, 41","Inna marka","koturn","7.50","klasyczne","do kolana","inny kształt",NA,NA,NA
"http://allegro.pl/margot3000-sztyblety-szare-botki-ocieplane-36-41-i6552642047.html","margot3000 SZTYBLETY szare BOTKI ocieplane 36 - 41(6552642047)","84.90","https://d.allegroimg.com/s400/01b5ff/f6cf330d46b4b69062df3a31a50d","Margot3000","Jarosław","4","13.5","18.5","8 osób kupiło 8 sztuk","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","odcienie szarości i srebra",NA,"36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","1.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/kozaki-oficerki-kalosze-czarne-r-37-41-i6563920947.html","-% KOZAKI OFICERKI kalosze CZARNEr 37-41(6563920947)","34.99","https://a.allegroimg.com/s400/01d176/23d2d59044caa87d8f8dfada793a","wiolka9010","Słupsk","7","8.6","14","1 osoba kupiła 1 sztukę","nowy",NA,NA,"guma","inny materiał","czerń","tak","37, 38, 39, 40","Inna marka","płaski obcas","2.50","oficerki","do kolana","okrągły",NA,NA,NA
"http://allegro.pl/sneakersy-trampki-botki-vt-69-czarny-i6556443787.html","SNEAKERSY TRAMPKI BOTKI VT-69 CZARNY(6556443787)","49.99","https://9.allegroimg.com/s400/012227/9937fac148bfaf082c3aca439cd9","GEMRE","Ząbki","33","12","17","6 osób kupiło 6 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","6.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/klasyczne-lakierowane-szpilki-8cm-classy-36-41-i6053189343.html","KLASYCZNE LAKIEROWANE Szpilki 8cm CLASSY 36-41(6053189343)","59.99","https://7.allegroimg.com/s400/010ecd/7dd35dfc4edaa1797588e2e30bc7","HurtowniaModa","Warszawa/ Sprzedaż tylko wysyłkowa","94","10","13","92 osoby kupiły 107 sztuk","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","biel, czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie pomarańczowego, odcienie szarości i srebra, odcienie żółtego i złota, wielokolorowy, odcienie czerwieni, odcienie różu, inny kolor","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","szpilka","8.00",NA,NA,"szpic",NA,NA,NA
"http://allegro.pl/zimowe-buty-meskie-skora-ocieplane-842-braz-39-49-i6544417314.html","ZIMOWE BUTY MĘSKIE SKÓRA OCIEPLANE 842 BRĄZ 39-49(6544417314)","179.00","https://4.allegroimg.com/s400/015ee3/3b1ecce1408b832cd7c28b3e9be4","buty_Olivier_pl","Biała Podlaska","1664","5.5","11","17 osób kupiło 17 par","nowy","produkt męski",NA,"skóra naturalna","skóra naturalna","odcienie brązu i beżu","tak","39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49","Inna marka",NA,NA,"sztyblety",NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-casualowe-polbuty-balerinki-p-ad17-i6554345081.html","Buty damskie CASUALOWE PÓŁBUTY BALERINKI P Ad17(6554345081)","9.90","https://d.allegroimg.com/s400/013766/ff24ffe8487d887b1286f31eebfd","Selui","Myszków","15","7.49","11.9","7 osób kupiło 7 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu, odcienie żółtego i złota","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,"2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/nike-air-max-90-essential-106-infrared-41-46-pl-i6544148033.html","NIKE AIR MAX 90 ESSENTIAL (106) INFRARED 41-46 PL(6544148033)","209.00","https://4.allegroimg.com/s400/01a8fe/d562755c4073ae158bfa125594d4","wlodyj","WYSYŁKA Z POLSKI","6","21","21","40 osób kupiło 44 pary","nowy","produkt męski","niskie","skóra naturalna","inny materiał","biel, czerń, odcienie czerwieni","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/lb9500-czarne-skora-kozaki-na-koturnie-kauczukowej-i6510904619.html","LB9500 CZARNE SKÓRA KOZAKI NA KOTURNIE KAUCZUKOWEJ(6510904619)","49.99","https://f.allegroimg.com/s400/01dbd5/4bfcfc1944c18007cac6b75b779f","HurtowniaStylu","KOSZALIN","55","11","21","23 osoby kupiły 24 pary","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","9.00","klasyczne","do kolana","okrągły",NA,NA,NA
"http://allegro.pl/trampki-sneakersy-buty-botki-koturn-p-ab201-biale-i6413778381.html","Trampki sneakersy buty botki koturn p Ab201 Białe(6413778381)","39.99","https://1.allegroimg.com/s400/011bba/55ceb99648ae9488ced16eb7c621","Selui","Myszków","25","8.9","11.9","48 osób kupiło 49 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","biel","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","8.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-lu-boo-sneakersy-trampki-na-koturnie-czerwone-i6504195254.html","HIT! LU BOO sneakersy TRAMPKI na koturnie CZERWONE(6504195254)","99.00","https://8.allegroimg.com/s400/01d25c/d19682974250b2f5eeb2a6d05f18","Soluel_","Warszawa","6","10","15","39 osób kupiło 43 pary","nowy","produkt damski","wysokie","tworzywo skóropodobne","inny materiał","odcienie czerwieni","tak","35, 36, 37, 38, 39, 40","Inna marka",NA,NA,NA,NA,NA,"0.50 [kg]","wiązane",NA
"http://allegro.pl/buty-reebok-royal-reamaze-2-m-v69714-r-40-46promoc-i6413201748.html","Buty REEBOK ROYAL REAMAZE 2 M V69714 R.40-46Promoc(6413201748)","149.00","https://9.allegroimg.com/s400/019513/5d98f2a24895adf0bfc63249b9c9","e-butysportowe","INTERNET","12","7.99","15","81 osób kupiło 83 pary","nowy",NA,"niskie","skóra naturalna","inny materiał","biel","tak","40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5",NA,NA,NA,NA,NA,NA,"1.00 [kg]",NA,NA
"http://allegro.pl/buty-meskie-reebok-court-victory-pump-m43257-new-i6567013445.html","Buty męskie Reebok Court Victory Pump M43257 NEW(6567013445)","175.00","https://5.allegroimg.com/s400/019863/59d60f524ebaaf02bbcd526e9515","EO-hurtownia","INTERNET","346","8.6","12","1 osoba kupiła 1 parę","nowy",NA,"wysokie","skóra naturalna","inny materiał","biel","tak","40,5, 41, 42, 42,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/adidas-lite-racer-aw5048-buty-meskie-nowosc-i6440635632.html","ADIDAS Lite Racer AW5048 Buty męskie Nowość(6440635632)","149.00","https://8.allegroimg.com/s400/01e0c9/1c8fdb0f4578a05b8a640e1892e8","FABRYKACEN_PL","sprzedaż wysyłkowa","54","11","15","53 osoby kupiły 58 par","nowy",NA,"niskie","tkanina","inny materiał","biel, odcienie niebieskiego, odcienie czerwieni","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/50-muszkieterki-oficerki-lycra-zamek-czarne-i6566004252.html","- 50% MUSZKIETERKI OFICERKI LYCRA ZAMEK CZARNE(6566004252)","69.98","https://d.allegroimg.com/s400/01f25b/ddbcf4cd4a3f9d35d31da490492d","jacenty007z","Łęczyca","10","12","19","1 osoba kupiła 1 parę","nowy",NA,NA,"inny materiał","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/zamszowe-botki-na-suwak-xf220-khaki-i6428954042.html","ZAMSZOWE BOTKI NA SUWAK XF220 KHAKI(6428954042)","31.99","https://4.allegroimg.com/s400/013b21/76dc3649484781898aa2c2a403c4","GEMRE","Ząbki","99","12","17","47 osób kupiło 51 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/nike-air-max-90-essential-537384-055-wys-z-pl-24h-i6432858087.html","NIKE AIR MAX 90 ESSENTIAL 537384 055 wys.z PL /24h(6432858087)","229.00","https://f.allegroimg.com/s400/013e00/8bcf94514d49903e50126ab9415f","omni-fashion","Internet","17","17","23","66 osób kupiło 68 sztuk","nowy",NA,"wysokie","inny materiał","inny materiał","biel, odcienie brązu i beżu","tak","41, 42, 42,5, 43, 44, 44,5, 45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/30-luksusowe-botki-szpilki-meggie-futerko-szare-i6529440424.html","- 30% LUKSUSOWE BOTKI SZPILKI MEGGIE FUTERKO SZARE(6529440424)","96.66","https://3.allegroimg.com/s400/01bac9/5dc76d854c3ab3bcc0df90aea313","jacenty007z","Łęczyca","21","12","19","28 osób kupiło 32 pary","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","odcienie szarości i srebra",NA,"35, 36, 37, 38, 39, 40","Inna marka","szpilka","11.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-cieple-kapcie-bambosze-p-ac101-szare-i6540299132.html","Buty damskie CIEPŁE KAPCIE BAMBOSZE p Ac101 szare(6540299132)","19.90","https://c.allegroimg.com/s400/012ebd/9e8019354314903a6d71ef8c445c","Selui","Myszków","3","7.49","11.9","19 osób kupiło 19 par","nowy","produkt damski",NA,"tkanina","inny materiał","odcienie szarości i srebra","tak","36, 38, 40","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/s-269-zamszowe-blogerskie-botki-boho-fredzle-camel-i6542086157.html","S-269 zamszowe blogerskie BOTKI BOHO frędzle CAMEL(6542086157)","39.00","https://c.allegroimg.com/s400/0164dd/c16652b04babb8342729831434ec","kontur-hurt","miastko","19","10","15","16 osób kupiło 17 sztuk","nowy","produkt damski",NA,"tkanina","inny materiał","odcienie brązu i beżu, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/30-sneakersy-kozaki-botki-2w1-koturny-czerwone-i6563461516.html","- 30% SNEAKERSY KOZAKI BOTKI 2w1 KOTURNY CZERWONE(6563461516)","116.66","https://3.allegroimg.com/s400/01887b/8646f67443e58904140a13b83f63","jacenty007z","Łęczyca","19","12","19","3 osoby kupiły 3 pary","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","odcienie czerwieni",NA,"36, 37, 38, 39, 40, 41","Inna marka","koturn","8.00","inny fason","do kolana","okrągły",NA,NA,NA
"http://allegro.pl/szare-vices-kozaki-za-kolano-muszkieterki-36-41-i6543648955.html","SZARE vices KOZAKI ZA KOLANO MUSZKIETERKI36-41(6543648955)","107.99","https://5.allegroimg.com/s400/01ac3a/abe474f34f5290f25d6aa914c9f5","e-modi","Internet","20","14.99","19.99","18 osób kupiło 18 sztuk","nowy","produkt damski",NA,"inny materiał","inny materiał","odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","0.00","muszkieterki","powyżej kolana","migdałowy","3.00 [kg]",NA,NA
"http://allegro.pl/margoshoes-khaki-sneakersy-fredzle-naszywki-35-41-i6554772030.html","MARGOSHOES KHAKI SNEAKERSY FRĘDZLE NASZYWKI 35- 41(6554772030)","269.00","https://f.allegroimg.com/s400/01a9ac/b4fe551841d095819f839927c6ff","MargoShoes","Częstochowa","59","14","18","11 osób kupiło 11 par","nowy",NA,NA,"skóra naturalna","skóra naturalna","biel, czerń, odcienie brązu i beżu, odcienie fioletu, odcienie niebieskiego, odcienie szarości i srebra, odcienie żółtego i złota, wielokolorowy, odcienie czerwieni, odcienie różu, inny kolor","tak","35, 36, 37, 38, 39, 40, 41","Inna marka","koturn","7.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-new-balance-hl754tb-okazja-wysylka-24h-i6552126475.html","BUTY NEW BALANCE HL754TB OKAZJA WYSYŁKA 24H !(6552126475)","399.00","https://7.allegroimg.com/s400/06e218/5be5f9c14d0389534ac9916c94a7","sportbutpl","Legnica","148","12","15","11 osób kupiło 11 par","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","biel, czerń, odcienie brązu i beżu","tak","40, 40,5, 41,5, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46,5, 47,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/nike-air-force-1-ultra-flyknit-mega-promocja-i6554282639.html","Nike Air Force 1 Ultra FlyknitMEGA PROMOCJA!!(6554282639)","290.00","https://6.allegroimg.com/s400/0165ca/8470c4874da89ead5e44abc63bb6","ToptenGlamour","Andrespol","20",NA,NA,"8 osób kupiło 11 sztuk","nowy",NA,"wysokie","inny materiał","inny materiał","biel, czerń, wielokolorowy, odcienie czerwieni","tak","40, 41, 42, 43, 44, 45",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-vs-jog-aw4702-nowosc-i6343528271.html","Buty męskie Adidas VS JOG AW4702 NOWOŚĆ(6343528271)","128.00","https://8.allegroimg.com/s400/018093/416ab5d0416fa18cc6def014aef8","eoryginalne_hurt","Internet","53","8.6","12","62 osoby kupiły 63 pary","nowy",NA,"niskie","inny materiał","inny materiał","inny kolor","tak","40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48, 49",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/hit-ocieplane-botki-sztyblety-z-suwakiem-wiazane-i6479023446.html","HIT OCIEPLANE BOTKI SZTYBLETY Z SUWAKIEM WIĄZANE(6479023446)","89.90","https://f.allegroimg.com/s400/01d8e6/d3922f48421aa9ff533c049103df","agiro_fashion","Zakrzew","13","8.6","14","30 osób kupiło 31 sztuk","nowy",NA,NA,"tworzywo skóropodobne","tworzywo sztuczne","czerń, odcienie szarości i srebra, wielokolorowy, inny kolor","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-puma-drift-cat-ii-302065-03-wyprzedaz-i6393302834.html","BUTY DAMSKIE PUMA DRIFT CAT II 302065 03 WYPRZEDAŻ(6393302834)","129.00","https://d.allegroimg.com/s400/01f8ea/8a80c6c048f5bf287adb1ba1c6ed","modnie24","Internet","192","8.6","12.1","50 osób kupiło 52 pary","nowy",NA,"niskie","skóra naturalna","inny materiał","biel, czerń","tak","36, 37, 38, 38,5, 39, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/klasyczne-jazzowki-polbuty-botki-kozaki-af54-khaki-i6447143533.html","KLASYCZNE JAZZÓWKI PÓŁBUTY BOTKI KOZAKI AF54 KHAKI(6447143533)","14.99","https://7.allegroimg.com/s400/01d991/f7aae0fc4348b4c72397220631a7","GEMRE","Ząbki","72","12","17","19 osób kupiło 20 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","odcienie brązu i beżu","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","1.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-zimowe-new-balance-h754lft-braz-miodowy-top-i6557176186.html","Buty zimowe NEW BALANCE H754LFT brąz miodowy TOP(6557176186)","339.00","https://6.allegroimg.com/s400/019cc3/372bf73f4e8a88167f1aa4e7b656","PAGO_SKLEP","Wrocław","6","16","16","10 osób kupiło 10 par","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","odcienie brązu i beżu, inny kolor","tak","41,5, 44, 44,5, 45, 45,5",NA,NA,NA,NA,NA,NA,"1.50 [kg]",NA,NA
"http://allegro.pl/biale-trampki-big-star-buty-damskie-sneakersy-r-40-i6395941878.html","Białe trampki BIG STAR buty damskie sneakersy r 40(6395941878)","69.00","https://3.allegroimg.com/s400/01894f/8b6e471e45c2ba59ecf829dce1e3",NA,"Poznań","152",NA,NA,"34 osoby kupiły 36 sztuk","nowy","produkt damski","niskie","tkanina","inny materiał","biel","tak","40","Big Star",NA,NA,NA,NA,NA,NA,"wiązane",NA
"http://allegro.pl/pl-adidas-libria-kozaki-sniegowce-zimowe-41-26cm-i6565655972.html","PL adidas LIBRIA Kozaki ŚNIEGOWCE Zimowe, 41, 26cm(6565655972)","249.00","https://e.allegroimg.com/s400/01a6f6/2f37ff5e47618a775a5faf8d7a0e","tebe","Poznań","5","13","18","2 osoby kupiły 2 pary","nowy","produkt damski",NA,"tkanina","inny materiał","czerń, odcienie fioletu","tak","41","adidas",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/jesien-2016-botki-hannah-suwak-1078-szary-i6525873096.html","Jesien 2016 Botki Hannah Suwak 1078 Szary(6525873096)","69.90","https://b.allegroimg.com/s400/01457b/6f70dc244431996cef95c4fc22bb","exclusive-poland","Łuków","49","7.99","13","14 osób kupiło 14 par","nowy","produkt damski",NA,"inny materiał","inny materiał","odcienie szarości i srebra","tak","35, 36, 37, 38, 39, 40","Inna marka","szpilka","10.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/look-boots-botki-motocyklowki-workery-cwieki-black-i6461738734.html","LOOK_BOOTS BOTKI,MOTOCYKLÓWKI,WORKERY ĆWIEKI BLACK(6461738734)","159.00","https://2.allegroimg.com/s400/0133d8/6f6cfdfb48e49ddd8a0d88aaf682","LOOK_BOOTS","JEŻÓW SUDECKI","4","11","16","30 osób kupiło 30 sztuk","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","12.00",NA,NA,NA,NA,NA,NA
