"url","tytul","cena","zdjecie","sprzedajacy","lokalizacja","pozostala_liczba_par","minimalna_cena_dostawy","maksymalna_cena_dostawy","licznik_sprzedazy","stan","płeć","wysokość","materiał zewnętrzny","materiał wkładki","kolor","dostawa z Polski","rozmiar","marka","rodzaj obcasa","wysokość obcasa (cm)","fason","wysokość cholewki","kształt noska","waga (z opakowaniem)","typ","rodzaj"
"http://allegro.pl/adidas-varial-mid-b27422-buty-meskie-nowosc-i6540441842.html","ADIDAS Varial Mid B27422 Buty męskie Nowość(6540441842)","229.00","https://f.allegroimg.com/s400/018cf7/77305f1f4732b845437e12ef5f9f","FABRYKACEN_PL","sprzedaż wysyłkowa","24","8.6","15","29 osób kupiło 32 pary","nowy",NA,"wysokie","skóra naturalna","inny materiał","biel, czerń, odcienie czerwieni",NA,"42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/meskie-tenisowki-owcza-welna-cieple-bambosze-41-48-i5756999457.html","MĘSKIE TENISÓWKI OWCZA WEŁNA CIEPŁE BAMBOSZE 41-48(5756999457)","29.99","https://1.allegroimg.com/s400/01af4d/a9fcc3c84b1581996cde4207e7c1","fusbet","Śrem","894","7.99","11","37 osób kupiło 44 pary","nowy","produkt uniseks",NA,"inny materiał","inny materiał","odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48","Inna marka",NA,NA,NA,NA,NA,"0.30 [kg]",NA,NA
"http://allegro.pl/buty-nike-overplay-637382-001-wysylka-24h-hit-i6495372810.html","BUTY NIKE OVERPLAY 637382-001 WYSYŁKA 24H HIT !(6495372810)","169.00","https://b.allegroimg.com/s400/01ada5/9e1d29b74a1f972ef74399ee676b","sportbutpl","Legnica","51","8.6","15","37 osób kupiło 37 par","nowy","produkt męski","wysokie","inny materiał","inny materiał","czerń",NA,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 46, 47,5, 49,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/reebok-classic-leather-2267-buty-meskie-czarne-i6448599483.html","REEBOK Classic Leather 2267 Buty męskie Czarne(6448599483)","228.00","https://1.allegroimg.com/s400/01b1eb/d424d381425e92358166ca71aae1","FABRYKACEN_PL","sprzedaż wysyłkowa","4","11","15","45 osób kupiło 45 par","nowy",NA,"niskie","skóra naturalna","inny materiał","czerń",NA,"41, 42, 42,5, 43, 44, 44,5, 45, 45,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/trampki-damskie-big-star-niskie-biale-buty-t274022-i6500193399.html","Trampki damskie BIG STAR niskie białe Buty T274022(6500193399)","62.00","https://c.allegroimg.com/s400/01c823/e7b8debc4c8b9ccfa01f28940abc","blancz_pl","Białystok","36","7","11","55 osób kupiło 59 sztuk","nowy","produkt damski","niskie","tkanina","inny materiał","biel","tak","36, 37, 38, 39, 40, 41","Big Star",NA,NA,NA,NA,NA,NA,"wiązane",NA
"http://allegro.pl/buty-adidas-daroga-plus-lea-b27271-i6400360432.html","Buty adidas DAROGA PLUS LEA B27271(6400360432)","249.00","https://6.allegroimg.com/s400/015137/fc37f3dc4994b51fca040f71cb76",NA,"Internet","90",NA,NA,"65 osób kupiło 67 par","nowy",NA,"niskie","skóra naturalna","inny materiał","czerń","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 48",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/7dl2-modne-sztyblety-zamszowe-zh672-black-36-41-i6522076746.html","7DL2 MODNE SZTYBLETY ZAMSZOWE ZH672 BLACK 36-41(6522076746)","49.00","https://4.allegroimg.com/s400/01de06/b4fa4f624301b06d315a48c6d014","Royal_fashion","Warszawa","423","15","20","91 osób kupiło 99 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-reebok-royal-complete-mid-m41835-wyprzedaz-i6479627678.html","Buty Reebok ROYAL COMPLETE MID M41835 WYPRZEDAŻ(6479627678)","119.00","https://d.allegroimg.com/s400/014e87/cf0ee2fd48eca0923e53197002ed","SportowySklepPl","Olsztyn","26","8.6","15","39 osób kupiło 40 par","nowy","produkt męski","wysokie","skóra naturalna","inny materiał","odcienie szarości i srebra","tak","42,5, 43, 44, 44,5, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/6054-czarne-eleganckie-kozaki-oficerki-za-kolano-i6530926086.html","6054 CZARNE ELEGANCKIE KOZAKI OFICERKI ZA KOLANO(6530926086)","109.99","https://4.allegroimg.com/s400/06e627/412f71cd4ee0adb18a9a73996be4","ibuciki_pl","Ostrowiec Świętokrzyski","24","9.99","17.99","93 osoby kupiły 101 par","nowy","produkt damski",NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.00","klasyczne","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/mieciutkie-sneakersy-na-koturnie-fredzle-kolory-i6534181882.html","MIĘCIUTKIE SNEAKERSY NA KOTURNIE FRĘDZLE KOLORY !(6534181882)","59.98","https://1.allegroimg.com/s400/01b57d/a55d63e546068c9067c8bf2da8e1","Lady-fashion","lublin","116","14.97","18.49","61 osób kupiło 79 par","nowy","produkt damski",NA,"inny materiał","inny materiał","odcienie brązu i beżu, odcienie różu","tak","36, 37, 38, 39, 40, 41","Inna marka","koturn","8.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/8cl2-wyprzedaz-30-boho-botki-h502-beige-36-39-i6423886240.html","8CL2 WYPRZEDAŻ -30% BOHO BOTKI H502 beige 36-39(6423886240)","39.99","https://e.allegroimg.com/s400/01334f/008910544d19ab3a60b8592d5fbe","Royal_fashion","Warszawa","57","16","21","118 osób kupiło 131 par","nowy","produkt damski",NA,"tworzywo skóropodobne","tworzywo sztuczne","odcienie brązu i beżu","tak","36, 37, 38, 39","Inna marka","słupek","8.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/pl-kalosze-ocieplane-gumowce-piankowe-luna-eva-hit-i6552337658.html","PL KALOSZE OCIEPLANE GUMOWCE PIANKOWE LUNA EVA HIT(6552337658)","39.99","https://b.allegroimg.com/s400/01bb65/dcc1c18e45beaa7b5823b4cef76b","olaj_garden","Błonie","5952","0","7.99","47 osób kupiło 47 sztuk","nowy",NA,NA,"inny materiał","tworzywo sztuczne","odcienie niebieskiego",NA,"36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,"0.50 [kg]",NA,NA
"http://allegro.pl/super-botki-z-gumka-platformy-89611b-i6530930245.html","SUPER BOTKI Z GUMKĄ PLATFORMY 89611B(6530930245)","59.00","https://a.allegroimg.com/s400/01adaa/4efa742046e2ba98d1413d4725ba","aslander_pl","INTERNET","29","13","17","87 osób kupiło 90 par","nowy",NA,NA,"tworzywo skóropodobne","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41","Inna marka","słupek","9.00",NA,NA,NA,NA,NA,NA
"http://allegro.pl/salomon-speedcross-3-roz-36-46-nowe-40-kolorow-i6283196287.html","SALOMON SPEEDCROSS 3 ROZ.36-46 NOWE 40 KOLORÓW(6283196287)","153.00","https://4.allegroimg.com/s400/017c59/c1e7514e40358989945d19691e24","alletorba44","SKLEP INTERNETOWY","2223","25","75","37 osób kupiło 39 par","nowy",NA,"niskie","inny materiał","inny materiał","biel, czerń, odcienie brązu i beżu, odcienie fioletu, odcienie niebieskiego, odcienie pomarańczowego, odcienie szarości i srebra, odcienie zieleni, odcienie żółtego i złota, wielokolorowy, odcienie czerwieni, odcienie różu, inny kolor",NA,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/kalosze-sztyblety-krotkie-botki-panterka-zm-i6241404625.html","KALOSZE SZTYBLETY KRÓTKIE BOTKI PANTERKA ZM!(6241404625)","23.99","https://c.allegroimg.com/s400/0116b4/318acab4408b821b81c9c41c78cc","Jennifer_SC","Częstochowa","41","7.5","11","88 osób kupiło 96 sztuk","nowy",NA,NA,"guma","inny materiał","czerń, odcienie brązu i beżu",NA,"36, 37, 38, 39, 40","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-galaxy-trail-m-aq5923-wyprzedaz-2016-i6534028175.html","BUTY ADIDAS GALAXY TRAIL M AQ5923 Wyprzedaż 2016 !(6534028175)","159.00","https://0.allegroimg.com/s400/019144/7986dd4245799b4ec2d0f958d360","tampa_aukcje","Kraków","53","8.6","12","30 osób kupiło 31 sztuk","nowy",NA,"niskie","inny materiał","inny materiał","czerń, inny kolor","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/pantofle-goralskie-zakopianki-kapcie-skorzane-i5885410708.html","PANTOFLE GÓRALSKIE ZAKOPIANKI KAPCIE SKÓRZANE !!(5885410708)","29.99","https://1.allegroimg.com/s400/012ab8/4f207eb8478e8b16f84d156b82f1","goral_online","Podhale","9667","3.94","8.6","65 osób kupiło 83 sztuki","nowy","produkt damski",NA,"skóra naturalna","skóra naturalna","wielokolorowy","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/reebok-classic-leather-lite-v70836-buty-meskie-i6309603611.html","REEBOK Classic Leather Lite V70836 Buty męskie(6309603611)","228.00","https://1.allegroimg.com/s400/018a1d/4e10402b46d2a9580a5eeba256a1","FABRYKACEN_PL","sprzedaż wysyłkowa","21","8.6","15","46 osób kupiło 46 par","nowy",NA,"niskie","skóra naturalna","inny materiał","biel, czerń",NA,"41, 42, 42,5, 43, 44, 44,5, 45, 45,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-adidas-hard-court-d66077-r-40-46-2-3-i5877268987.html","Buty męskie Adidas Hard Court D66077 r.40-46 2/3(5877268987)","169.00","https://b.allegroimg.com/s400/019838/3de4306d4dac9d3ee8a5b54b7f2b","eoryginalne","INTERNET","584","8.6","12","32 osoby kupiły 33 pary","nowy",NA,"wysokie","inny materiał","inny materiał","czerń","tak","40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/protektor-grom-plus-wojskowe-buty-militarne-36-48-i5384030937.html","PROTEKTOR GROM PLUSWojskowe Buty Militarne 36-48(5384030937)","249.00","https://5.allegroimg.com/s400/011294/f498993f424b90de825c594bda85","demobilNET","Lublin","439",NA,NA,"35 osób kupiło 35 sztuk","nowy",NA,NA,"skóra naturalna","skóra naturalna","czerń",NA,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48","Inna marka",NA,NA,NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/czarne-klasyczne-timberki-trapery-stylowe-botki-i6513205063.html","CZARNE KLASYCZNE TIMBERKI TRAPERY STYLOWE BOTKI(6513205063)","64.99","https://9.allegroimg.com/s400/013aeb/1f96992344c38fecc7779f9ef9e9","e-modi","Internet","285","8.6","19.99","201 osób kupiło 227 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","3.50",NA,NA,NA,"3.00 [kg]",NA,NA
"http://allegro.pl/buty-meskie-kappa-bright-low-242226-4141-brazowe-i6408119611.html","Buty męskie Kappa Bright Low 242226-4141 Brązowe(6408119611)","119.00","https://c.allegroimg.com/s400/012c09/064ec71046988dcc1534ec14a63c","eoryginalne_hurt","Internet","38","8.6","12","29 osób kupiło 29 par","nowy","produkt męski","niskie","tworzywo skóropodobne","inny materiał","odcienie brązu i beżu",NA,"41, 43, 44, 45, 46",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/lekkie-krotkie-kalosze-piankowe-ocieplane-nieb-i6525329609.html","Lekkie krótkie kalosze piankowe ocieplane Nieb(6525329609)","28.00","https://e.allegroimg.com/s400/06598b/6c474a8c407b9e29e698ddb073fe","TopBuciki","Białystok","79","8.6","13","51 osób kupiło 54 sztuki","nowy","produkt uniseks",NA,"inny materiał","inny materiał","odcienie niebieskiego",NA,"41, 42, 43, 44, 45","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/klapki-meskie-adidas-duramo-slide-g15890-new-i6498079231.html","Klapki męskie Adidas Duramo Slide G15890 NEW(6498079231)","58.00","https://6.allegroimg.com/s400/017d12/b9c653bd42428f9e01ad900256c6","eoryginalne","Internet","268","12","12","26 osób kupiło 27 par","nowy","produkt męski",NA,"inny materiał","inny materiał","czerń","tak","40,5, 42, 43, 44,5, 46, 47","adidas",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-ax2-b40227-hit-wysylka-24h-tanio-i6107990839.html","BUTY ADIDAS AX2 (B40227) HIT WYSYŁKA 24H !! TANIO(6107990839)","259.00","https://8.allegroimg.com/s400/01495e/09198103419d954e100fd099a2d8","sportbutpl","Legnica","42","8.6","15","50 osób kupiło 50 par","nowy","produkt męski","niskie","inny materiał","inny materiał","czerń, odcienie niebieskiego",NA,"42, 42,5, 43, 44, 44,5, 45, 46, 46,5",NA,NA,NA,NA,NA,NA,"1.00 [kg]",NA,NA
"http://allegro.pl/buty-meskie-goores-405-skora-50-i6107651259.html","Buty męskie GOORES [405]Skóra -50%(6107651259)","89.00","https://e.allegroimg.com/s400/018972/c63ff9174efb8961cc82fda0f54e","shoes24","Bydgoszcz","173","7.99","12","26 osób kupiło 28 par","nowy","produkt męski","niskie","skóra naturalna","skóra naturalna","czerń","tak","40, 42, 43, 44, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/oryginalne-wojskowe-buty-taktyczne-grom-protektor-i5384191421.html","ORYGINALNE WOJSKOWE BUTY TAKTYCZNE GROM PROTEKTOR(5384191421)","219.00","https://1.allegroimg.com/s400/01aa4f/1904a9fa45a190b528f1b7a62951","demobilNET","Lublin","431",NA,NA,"59 osób kupiło 67 sztuk","nowy",NA,NA,"skóra naturalna","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48","Inna marka",NA,NA,NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/buty-meskie-adidas-hard-court-q34292-r-39-46-2-3-i5867619592.html","Buty męskie Adidas Hard Court Q34292 r.39-46 2/3(5867619592)","199.00","https://f.allegroimg.com/s400/0134dc/cff1c3454c63a473812b8dece9df","eoryginalne","INTERNET","352","8.6","12","27 osób kupiło 27 par","nowy",NA,"wysokie","inny materiał","inny materiał","czerń","tak","39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-reebok-royal-cl-jogger2-v70722-wysylka-24h-i6338780678.html","BUTY REEBOK ROYAL CL JOGGER2 V70722 WYSYŁKA 24H !(6338780678)","137.00","https://a.allegroimg.com/s400/01b4b3/796cd5c745f0baac7139de420a7a","sportbutpl","Legnica","149","8.6","15","35 osób kupiło 36 par","nowy","produkt męski","niskie","inny materiał","inny materiał","biel, czerń, odcienie szarości i srebra",NA,"40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46, 47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-adi-racer-v24494-goodyear-rozm-41-46-i6430601946.html","BUTY ADIDAS ADI RACER V24494 GOODYEAR rozm 41 - 46(6430601946)","257.00","https://4.allegroimg.com/s400/016045/f8a2ff1f43209775b95c3b545384","N1A_PL","Sklep Niepodległości 1A Szczecin","55","7.98","10","52 osoby kupiły 52 pary","nowy","produkt uniseks","niskie","skóra naturalna","inny materiał","odcienie brązu i beżu, wielokolorowy, inny kolor","tak","41, 42, 42,5, 43, 44, 44,5, 45, 46",NA,NA,NA,NA,NA,NA,"2.00 [kg]",NA,NA
"http://allegro.pl/glany-niskie-100-skora-polskie-steel-nose-38-46-i6403916798.html","GLANY NISKIE-100% SKÓRA-POLSKIE STEEL NOSE-38-46(6403916798)","115.00","https://3.allegroimg.com/s400/01c2d0/126de9dd484b9aa20c8e01937823","solidnebuty","Kęty","135","8.6","21","30 osób kupiło 32 pary","nowy",NA,NA,"skóra naturalna","skóra naturalna","czerń","tak","38, 39, 40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-new-balance-u410cb-rozne-rozmiary-i6463718579.html","buty męskie NEW BALANCE U410CB różne rozmiary(6463718579)","229.00","https://d.allegroimg.com/s400/0158f3/b852fe394f4282c51421885e458d","JWT1","Warszawa","11",NA,NA,"76 osób kupiło 77 par","nowy","produkt uniseks","niskie","inny materiał","inny materiał","biel, odcienie niebieskiego, odcienie szarości i srebra","tak","41,5, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46,5, 47,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/wygodne-zamszowe-kozaki-za-kolano-muszkieterki-i6518974753.html","WYGODNE ZAMSZOWE KOZAKI ZA KOLANO MUSZKIETERKI(6518974753)","119.00","https://0.allegroimg.com/s400/01e5ff/1e1d25784c4db8d5bc538dc19ba0","pajmo","Zamość","75","8","10","169 osób kupiło 191 sztuk","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń, odcienie szarości i srebra","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/urgent-buty-robocze-ochronne-215-s1-podnosek-39-47-i6514173584.html","URGENT BUTY ROBOCZE OCHRONNE 215 S1 PODNOSEK 39-47(6514173584)","101.99","https://f.allegroimg.com/s400/017da5/6b9e82b04012a2b86c408e3f95af","agrobud-bhp","Pawłowice","58","9.7","17","30 osób kupiło 32 pary","nowy","produkt męski",NA,"skóra naturalna","skóra naturalna","odcienie szarości i srebra","tak","39, 40, 41, 42, 43, 44, 45, 46, 47","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-adidas-hoops-lx-mid-f98569-i5747064366.html","Buty adidas HOOPS LX MID F98569(5747064366)","199.00","https://d.allegroimg.com/s400/0187a0/418245584b4795ea22ad4761450d",NA,"Internet","23","11","14","21 osób kupiło 21 par","nowy",NA,"wysokie","tkanina","inny materiał","biel, odcienie niebieskiego",NA,"40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/reebok-classic-leather-49800-buty-meskie-skora-i6445963354.html","REEBOK Classic Leather 49800 Buty męskie - Skóra(6445963354)","228.00","https://e.allegroimg.com/s400/01901a/3912bb06401f8b41a0ddd33868be","FABRYKACEN_PL","sprzedaż wysyłkowa","2","8.6","15","44 osoby kupiły 44 pary","nowy",NA,"niskie","skóra naturalna","inny materiał","czerń, odcienie brązu i beżu",NA,"41, 42, 42,5, 43, 44, 44,5, 45, 45,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/promocja-glany-steel-10holes-skora-rozm-36-47-i6249859327.html","PROMOCJA% GLANY STEEL 10holes -SKÓRA- Rozm 36 - 47(6249859327)","200.00","https://7.allegroimg.com/s400/01f15f/03a4b64941f39a7d39f588f56627","glany-uk","Lubaczów","299","12","15","23 osoby kupiły 23 sztuki","nowy",NA,NA,"skóra naturalna","inny materiał","czerń",NA,"36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47","Inna marka",NA,NA,NA,NA,NA,"1.90 [kg]",NA,NA
"http://allegro.pl/kozaki-na-obcasie-za-kolano-muszkieterki-i6499438261.html","KOZAKI NA OBCASIE ZA KOLANO MUSZKIETERKI(6499438261)","159.99","https://4.allegroimg.com/s400/016649/2e0b1c9c4efcb4c2ae352eabbe94","wassyl_pl","Wrocław","4867","15","20","116 osób kupiło 124 sztuki","nowy","produkt damski",NA,"tworzywo skóropodobne","skóra naturalna","czerń, odcienie brązu i beżu, odcienie szarości i srebra","tak","36, 37, 38, 39, 40","Inna marka","słupek","9.50","muszkieterki","powyżej kolana","okrągły",NA,NA,NA
"http://allegro.pl/4938-kalosze-oficerki-italy-kozaki-black-i6289858076.html","4938 KALOSZE OFICERKI ITALY KOZAKI BLACK(6289858076)","39.99","https://f.allegroimg.com/s400/01512f/552fba2b4fb48deb1dd570829c2f","ibuciki_pl","Ostrowiec Świętokrzyski","6","9.99","17.99","41 osób kupiło 45 par","nowy","produkt damski",NA,"guma","inny materiał","czerń",NA,"36, 37, 40","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/adidas-neo-hoops-mid-aw4585-buty-meskie-wysokie-i6480620027.html","ADIDAS NEO Hoops Mid AW4585 Buty męskie - Wysokie(6480620027)","189.00","https://c.allegroimg.com/s400/014eec/28632b2b40c486aee55e192fcf0c","FABRYKACEN_PL","sprzedaż wysyłkowa","15","11","15","31 osób kupiło 31 par","nowy",NA,"wysokie","inny materiał","inny materiał","biel, czerń, odcienie niebieskiego",NA,"41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-damskie-reebok-f-s-hi-classic-2240-czarne-new-i6358851574.html","Buty damskie Reebok F/S HI Classic 2240 Czarne New(6358851574)","169.00","https://0.allegroimg.com/s400/013cbd/d76e44ee406eac2635458292ef70","EO-hurtownia","INTERNET","180","8.6","12","52 osoby kupiły 54 pary","nowy",NA,"wysokie","skóra naturalna","inny materiał","czerń","tak","35, 35,5, 36, 37, 37,5, 38, 38,5, 39, 40, 40,5, 41, 42, 42,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/kalosze-grand-czarne-w-mokre-deszczowe-dni-gumiaki-i6341058864.html","Kalosze Grand Czarne w mokre deszczowe dni Gumiaki(6341058864)","24.48","https://2.allegroimg.com/s400/011370/8f60d39c4cb4bb63f022d13f0b42","MagrosWodoodporn","Konin","97","7.99","19","56 osób kupiło 69 sztuk","nowy","produkt męski",NA,"inny materiał","inny materiał","czerń","tak","41, 42, 43, 44, 45, 46, 47","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-trekkingowe-zimowe-goores-alpina-2g-na-zime-i5731097264.html","Buty trekkingowe zimowe GOORES ALPINA 2g Na zimę(5731097264)","99.00","https://7.allegroimg.com/s400/018df4/2462ba88406eacf3c435c252eab7","shoes24","Bydgoszcz","42","7.99","10","55 osób kupiło 63 pary","nowy","produkt męski",NA,"skóra naturalna","inny materiał","odcienie żółtego i złota","tak","40, 41, 42, 43, 44, 45, 46","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/czarne-klasyczne-botki-slupek-zamek-tess-i6497953268.html","CZARNE KLASYCZNE BOTKI SŁUPEK ZAMEK TESS(6497953268)","69.00","https://d.allegroimg.com/s400/0152be/c59a8064434fb454c8de5ea317ad","lovthes","Koszęcin","51","8.6","13","63 osoby kupiły 66 sztuk","nowy",NA,NA,"inny materiał","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","słupek","8.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/mcarthur-glany-meskie-c15-mwl-02-czarny-i6501940059.html","McARTHUR GLANY MĘSKIE C15-MWL-02 CZARNY(6501940059)","179.99","https://4.allegroimg.com/s400/016992/6610d22c4e209b51b6d32aca2d04","netobuwie_pl","Trzebinia","6","8.6","16","24 osoby kupiły 25 par","nowy","produkt uniseks",NA,"skóra naturalna","inny materiał","czerń","tak","41, 42, 43, 44, 45, 46","McArthur",NA,NA,NA,NA,NA,"0.00 [kg]",NA,NA
"http://allegro.pl/trampki-buty-converse-m7652-c-all-star-oryginal-i6524121150.html","TRAMPKI BUTY CONVERSE M7652 C ALL STAR ORYGINAŁ(6524121150)","138.00","https://6.allegroimg.com/s400/01530c/bb9351f341659e379a115cc3e716","modnie24","Internet","42","8.6","12.1","123 osoby kupiły 130 sztuk","nowy",NA,"niskie","tkanina","inny materiał","biel","tak","36, 36,5, 37, 37,5, 38, 39, 39,5, 40",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/7el2-eleganckie-botki-66-118-black-r36-41-i6388792571.html","7EL2 ELEGANCKIE BOTKI 66-118 BLACK r36-41(6388792571)","44.99","https://a.allegroimg.com/s400/01b660/a016766b488c81b4d25f54b2b1ba","Royal_fashion","Warszawa","111","15","20","89 osób kupiło 95 par","nowy","produkt damski",NA,"tworzywo skóropodobne","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka","płaski obcas","2.50",NA,NA,NA,NA,NA,NA
"http://allegro.pl/buty-meskie-new-balance-ml574fbg-nowosc-i6234536640.html","Buty męskie New Balance ML574FBG NOWOŚĆ(6234536640)","225.00","https://e.allegroimg.com/s400/018233/24d9e9024fe6b32295265e76259e","EO-hurtownia","INTERNET","9","8.6","12","61 osób kupiło 63 pary","nowy","produkt męski","niskie","inny materiał","inny materiał","czerń","tak","40, 40,5, 41,5, 42, 42,5, 43, 44, 44,5, 45, 45,5, 46,5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/polbut-211-urgent-buty-robocze-oddychajace-r-40-47-i5135243892.html","Półbut 211 urgent BUTY ROBOCZE ODDYCHAJĄCE r 40-47(5135243892)","63.90","https://c.allegroimg.com/s400/015957/a8dadbb341f5b7d382bdc6a9a22c","www_malam_com_pl","Lębork","419","8.99","15.9","45 osób kupiło 65 par","nowy",NA,NA,NA,NA,"odcienie brązu i beżu",NA,"40, 41, 42, 43, 44, 45, 46, 47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/baletki-baleriny-obuwie-domowe-do-tanca-r-32-42-i6264645889.html","Baletki/baleriny,obuwie domowe,do tańca R.32-42(6264645889)","21.99","https://c.allegroimg.com/s400/01da9d/9dd936f74e189bcec50c017aa0ac","cosmobielsko","Bielsko-Biała","201","3.94","8.3","150 osób kupiło 192 sztuki","nowy",NA,NA,"inny materiał","skóra naturalna","biel, czerń, odcienie brązu i beżu, odcienie niebieskiego, odcienie szarości i srebra, odcienie czerwieni","tak","32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42","Inna marka",NA,NA,NA,NA,NA,"0.15 [kg]",NA,NA
"http://allegro.pl/buty-puma-turin-czarne-sneakersy-360116-06-i6422308209.html","Buty PUMA TURIN Czarne Sneakersy (360116 06)(6422308209)","139.99","https://b.allegroimg.com/s400/017a97/305a825541dda6d09713bbbf43ab",NA,"Elbląg","130","10","12","90 osób kupiło 96 sztuk","nowy","produkt męski","niskie","inny materiał","inny materiał","czerń","tak","39, 40, 40,5, 41, 42, 42,5, 43, 44, 44,5, 45, 46, 46,5, 47, 48",NA,NA,NA,NA,NA,NA,NA,NA,NA
"http://allegro.pl/kalosze-france-zloty-suwak-b659-czarny-i6376941595.html","Kalosze France (Złoty Suwak) B659 Czarny(6376941595)","69.90","https://d.allegroimg.com/s400/013d0c/357dc9f747c59a5b6a8188b9e2ad","exclusive-poland","Łuków","31","7.99","13","47 osób kupiło 48 par","nowy","produkt damski",NA,"guma","inny materiał","czerń","tak","36, 37, 38, 39, 40, 41","Inna marka",NA,NA,NA,NA,NA,NA,NA,NA
